antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'could'}),frozenset({'book'}),0.0605759682224429,0.6889049381601516,0.04558996118082513,0.7526080476900149,1.0924701014627565,1.0,0.003858877538551797,1.2574987138225195,0.09010110313356923,0.06476850070539951,0.2047705584046126,0.4093927409200959
frozenset({'couldnt'}),frozenset({'book'}),0.028347025367879388,0.6889049381601516,0.021576239053895458,0.7611464968152867,1.1048643356339838,1.0,0.002047833295812259,1.3024513255694987,0.09768045415158168,0.031014793667272257,0.23221698932760615,0.3962330570827842
frozenset({'cover'}),frozenset({'book'}),0.013812404080527219,0.6889049381601516,0.010381872348108693,0.7516339869281046,1.0910561752329464,1.0,0.0008664389691700625,1.2525669595130737,0.08462579402353004,0.014995436171599949,0.20163948729036987,0.3833520478474883
frozenset({'covers'}),frozenset({'book'}),0.01263880111943667,0.6889049381601516,0.010923535253227408,0.8642857142857142,1.254579066589288,1.0,0.0022166027496234326,2.2922794030304603,0.20551739980368405,0.015816993464052288,0.5637530055550948,0.44007104479847237
frozenset({'day'}),frozenset({'book'}),0.025187325088020223,0.6889049381601516,0.017423490114651982,0.6917562724014337,1.004138937149873,1.0,7.181748246977426e-05,1.009250258759508,0.004228378504175138,0.025009718802643514,0.00916547573728412,0.3585239231224833
frozenset({'days'}),frozenset({'book'}),0.015347115645030242,0.6889049381601516,0.011284643856639884,0.7352941176470589,1.0673375627278825,1.0,0.0007119401022636293,1.175248011394983,0.0640726139176676,0.016284523189161022,0.14911576934894702,0.3758373353272642
frozenset({'definitely'}),frozenset({'book'}),0.024013722126929673,0.6889049381601516,0.01868737022659565,0.7781954887218047,1.1296122957111034,1.0,0.002144198469748098,1.4025641771084698,0.11756365519642066,0.02691807542262679,0.2870201475831197,0.4026608422510871
frozenset({'detail'}),frozenset({'book'}),0.015256838494177125,0.6889049381601516,0.011194366705786765,0.7337278106508875,1.0650639442510657,1.0,0.0006838553264362519,1.1683347877985415,0.062035706258797875,0.01615424700364773,0.1440809514161003,0.37498865961714867
frozenset({'didnt'}),frozenset({'book'}),0.03593030603954139,0.6889049381601516,0.028798411122144985,0.8015075376884422,1.1634515784267951,1.0,0.004045845861899398,1.5672890457248054,0.14572443324005366,0.041374837872892346,0.36195559923821075,0.42165535448175223
frozenset({'different'}),frozenset({'book'}),0.03015256838494177,0.6889049381601516,0.023291504920104723,0.7724550898203594,1.1212796527244295,1.0,0.002519251661506669,1.3671809296645974,0.11152457666683274,0.03347606072401713,0.26856791350554876,0.40313227561388826
frozenset({'disappointed'}),frozenset({'book'}),0.01769432156721134,0.6889049381601516,0.012909632571996028,0.7295918367346939,1.0590602510169316,1.0,0.000719927066950463,1.1504647569926467,0.0567711858034439,0.018610098906819368,0.1307860637000012,0.3741655946876195
frozenset({'doesnt'}),frozenset({'book'}),0.019951250338539315,0.6889049381601516,0.01254852396858355,0.6289592760180995,0.9129841305795425,1.0,-0.0011959909121055795,0.8384391300805669,-0.08863028557761755,0.01802152210553611,-0.19269242586985233,0.32358722548120283
frozenset({'done'}),frozenset({'book'}),0.021034576148776744,0.6889049381601516,0.015708224248442718,0.7467811158798283,1.0840118491155626,1.0,0.0012174008674446738,1.2285618543844858,0.07916608368630139,0.02262678803641092,0.18604016848544938,0.38479142283311296
frozenset({'dont'}),frozenset({'book'}),0.06039541392073666,0.6889049381601516,0.04486774397400018,0.7428998505231689,1.0783778854992978,1.0,0.0032610450817783312,1.21001509517941,0.07735304989042642,0.06369345123670384,0.17356402909029073,0.4040144646404339
frozenset({'easy'}),frozenset({'book'}),0.05091631308115916,0.6889049381601516,0.037465017604044415,0.7358156028368794,1.0680945397227248,1.0,0.002388518089525546,1.1775678850850635,0.0671735166672588,0.05334190231362468,0.15079205821941774,0.39509951941083915
frozenset({'else'}),frozenset({'book'}),0.013270741175408505,0.6889049381601516,0.010020763744696218,0.7551020408163266,1.0960903297238174,1.0,0.0008784846159120441,1.2703048358460478,0.08884547859845214,0.014477631407330117,0.21278737844528436,0.3848239859434798
frozenset({'end'}),frozenset({'book'}),0.03593030603954139,0.6889049381601516,0.02527760223887334,0.7035175879396984,1.0212114168009487,1.0,0.0005250369786277548,1.0492867340022003,0.02154495471753643,0.036133694670280034,0.04697165455834005,0.3701050133382151
frozenset({'ending'}),frozenset({'book'}),0.017784598718064457,0.6889049381601516,0.011284643856639884,0.6345177664974619,0.9210527191052793,1.0,-0.0009672540234314225,0.8511906553118074,-0.08026201712065195,0.01622744385304427,-0.17482492759942359,0.32544915975246574
frozenset({'enjoy'}),frozenset({'book'}),0.03240949715626975,0.6889049381601516,0.02338178207095784,0.7214484679665738,1.0472395072291625,1.0,0.0010547194367162178,1.1168312720050555,0.046619514244071035,0.03350148751778554,0.10460959943869365,0.37769448689902535
frozenset({'enjoyable'}),frozenset({'book'}),0.014805452739911528,0.6889049381601516,0.010381872348108693,0.7012195121951219,1.0178755781136635,1.0,0.00018232284388689478,1.041216125341533,0.017825569026171478,0.014973958333333334,0.03958460144671088,0.35814481048099694
frozenset({'enjoyed'}),frozenset({'book'}),0.04983298727092173,0.6889049381601516,0.037826126207456894,0.7590579710144928,1.1018326752624212,1.0,0.003495935193246931,1.2911614596661378,0.09726835186140505,0.053967027305512616,0.22550352435506005,0.40698279234776535
frozenset({'enough'}),frozenset({'book'}),0.02428455357948903,0.6889049381601516,0.01760404441635822,0.7249070631970261,1.0522599317302397,1.0,0.0008742955344334426,1.130872589661071,0.050900567480878574,0.02530824140168722,0.1157270861965928,0.3752303629443393
frozenset({'entertaining'}),frozenset({'book'}),0.016069332851855196,0.6889049381601516,0.010291595197255575,0.6404494382022472,0.9296630096928702,1.0,-0.000778647557326621,0.8652331407420782,-0.07140369469651547,0.014814814814814815,-0.15575785636497602,0.3276942512725297
frozenset({'especially'}),frozenset({'book'}),0.023652613523517198,0.6889049381601516,0.01769432156721134,0.7480916030534351,1.0859141248883373,1.0,0.0013999193104667594,1.2349531242733376,0.08103352297923345,0.02546446667532805,0.19025266599619886,0.3868881550845737
frozenset({'even'}),frozenset({'book'}),0.06409677710571454,0.6889049381601516,0.047214949896181274,0.7366197183098592,1.0692617769254764,1.0,0.0030583636279039733,1.1811630690176063,0.06921156095206496,0.06689690457917626,0.15337684843827926,0.4025779760465559
frozenset({'ever'}),frozenset({'book'}),0.05181908458969035,0.6889049381601516,0.039812223526225515,0.7682926829268294,1.1152375899332314,1.0,0.004113800261449217,1.3426207932035568,0.10897717810028586,0.05680061823802165,0.25518805826479674,0.413041636968591
frozenset({'every'}),frozenset({'book'}),0.052180193193102825,0.6889049381601516,0.040444163582197344,0.7750865051903114,1.1250993602402148,1.0,0.004496970817318077,1.3831765057187104,0.11731091736627978,0.05772452003607782,0.27702647068864766,0.41689720358454113
frozenset({'everyone'}),frozenset({'book'}),0.02446510788119527,0.6889049381601516,0.0194095874334206,0.7933579335793358,1.1516217835484606,1.0,0.0025554538014443337,1.5054778885464093,0.13496119726766778,0.027969298816183166,0.3357590917754797,0.4107662423760917
frozenset({'everything'}),frozenset({'book'}),0.02247901056242665,0.6889049381601516,0.01769432156721134,0.7871485943775101,1.1426084366294953,1.0,0.0022084201858014116,1.4615598188324952,0.1276796551646148,0.025507548152004164,0.3157994718281135,0.40641665074661115
